Workcenter,Machine,Job,Type,Priority
5,1,job11474,1,3
1,3,job11782,2,1
1,2,job10863,3,3
4,2,job11861,2,3
2,0,job11723,1,1
3,0,job11733,2,1
1,1,job11762,1,1
4,0,job11084,3,1
4,2,job11871,2,1
3,4,job10735,3,1
4,0,job10674,3,3
1,0,job11852,2,10
1,3,job11812,2,1
2,1,job11013,1,1
5,1,job11112,3,1
3,3,job11743,2,1
5,1,job11014,1,1
1,1,job11872,2,1
2,0,job11763,1,1
3,4,job11085,3,1
1,1,job11772,1,1
5,0,job10754,1,1
3,0,job11783,2,1
4,2,job11881,2,3
4,2,job11891,2,1
3,1,job11263,2,10
4,1,job11901,2,10
4,0,job10864,3,3
1,0,job11802,2,3
1,3,job11113,3,1
4,1,job11911,2,3
3,3,job11873,2,1
3,1,job10675,3,3
4,2,job11921,2,1
5,1,job11132,3,1
1,2,job11902,2,10
1,3,job11892,2,1
1,1,job11532,1,3
4,1,job11931,2,10
3,1,job11363,2,10
3,1,job11253,2,10
4,1,job11941,2,10
2,0,job11773,1,1
5,0,job10474,1,3
1,0,job11912,2,3
3,4,job10865,3,3
1,1,job11922,2,1
3,2,job11951,1,1
4,0,job10804,3,1
4,1,job11961,2,10
2,1,job11533,1,3
3,2,job11971,1,10
3,3,job11803,2,3
1,2,job11133,3,1
3,1,job11453,2,10
1,0,job11942,2,10
2,0,job11981,3,3
5,1,job10912,3,3
1,1,job11572,1,3
1,0,job11832,2,3
2,0,job11991,3,1
1,1,job11512,1,1
5,1,job11534,1,3
3,4,job10805,3,1
1,2,job10913,3,3
3,0,job11813,2,1
4,2,job12001,2,3
1,0,job11962,2,10
3,4,job11913,2,3
3,0,job11923,2,1
1,3,job11862,2,3
5,0,job10834,1,1
3,1,job11583,2,10
3,2,job12011,1,10
3,2,job12021,1,1
1,1,job11952,1,1
2,1,job12031,3,10
1,2,job11932,2,10
2,0,job12041,3,3
1,1,job11822,1,1
1,0,job11882,2,3
2,1,job11573,1,3
2,0,job12051,3,1
3,3,job11833,2,3
5,1,job11282,3,1
2,0,job12061,3,3
4,1,job12071,2,10
5,1,job12032,3,10
1,0,job12002,2,3
2,0,job11953,1,1
4,0,job10884,3,1
1,3,job11283,3,1
2,1,job12081,3,3
5,0,job10844,1,1
1,1,job12022,1,1
2,1,job12091,3,3
3,4,job11883,2,3
5,1,job11574,1,3
1,2,job12072,2,10
4,0,job11134,3,1
4,2,job12101,2,3
1,2,job12033,3,10
2,0,job11823,1,1
4,2,job12111,2,3
3,4,job10885,3,1
5,1,job12082,3,3
3,3,job11893,2,1
4,2,job12121,2,1
5,1,job11382,3,1
1,0,job12102,2,3
3,3,job12003,2,3
2,0,job12023,1,1
1,1,job11632,1,3
3,2,job12131,1,1
5,1,job12092,3,3
3,2,job12141,1,3
5,0,job10624,1,3
1,3,job12122,2,1
3,4,job11135,3,1
2,1,job11513,1,1
4,0,job10914,3,3
3,1,job11853,2,10
3,2,job12151,1,3
3,3,job12171,1,1
4,2,job12161,2,1
2,1,job12181,3,3
5,1,job11514,1,1
1,0,job12112,2,3
4,2,job12191,2,1
1,3,job11383,3,1
2,1,job11633,1,3
5,1,job11482,3,1
1,2,job8132,1,10
4,0,job10924,3,1
3,2,job12201,1,1
4,2,job12211,2,3
3,1,job10915,3,3
4,2,job12221,2,1
3,3,job12103,2,3
3,1,job11593,2,10
3,0,job12231,1,1
1,1,job12162,2,1
5,1,job12182,3,3
3,2,job12241,1,3
4,2,job12251,2,1
5,0,job11004,1,1
5,1,job11634,1,3
2,1,job8133,1,10
3,3,job11863,2,3
3,4,job10925,3,1
1,0,job12192,2,1
1,1,job12132,1,1
3,4,job12113,2,3
3,0,job12163,2,1
5,1,job11552,3,1
5,0,job8134,1,10
1,1,job12232,1,1
1,0,job12222,2,1
2,0,job12133,1,1
3,1,job11943,2,10
1,3,job11483,3,1
4,2,job12261,2,1
5,0,job11034,1,1
3,2,job12271,1,10
1,1,job12202,1,1
1,0,job12252,2,1
2,0,job12233,1,1
4,0,job10934,3,1
3,0,job12281,1,1
4,0,job12034,3,10
3,0,job12193,2,1
4,2,job12291,2,3
5,1,job11562,3,1
1,1,job12262,2,1
4,1,job12301,2,10
4,2,job12311,2,1
2,0,job12203,1,1
1,1,job12142,1,3
3,4,job10935,3,1
5,0,job10814,1,3
1,2,job12302,2,10
3,0,job12123,2,1
3,3,job12223,2,1
1,0,job12212,2,3
3,1,job11753,2,10
1,1,job12282,1,1
3,0,job12263,2,1
4,1,job12321,2,10
1,3,job11553,3,1
1,2,job12312,2,1
3,2,job12331,1,1
3,1,job12035,3,10
5,1,job11152,3,3
3,2,job12341,1,3
3,3,job12253,2,1
1,1,job12152,1,3
3,1,job11903,2,10
1,2,job11563,3,1
1,0,job12322,2,10
2,0,job12143,1,3
1,0,job12292,2,3
1,2,job11153,3,3
5,0,job11214,1,1
4,0,job11044,3,1
2,0,job12361,3,3
3,4,job12213,2,3
4,2,job12351,2,1
1,3,job12083,3,3
2,0,job12153,1,3
3,0,job12313,2,1
1,1,job12332,1,1
1,3,job12093,3,3
4,2,job12371,2,3
5,1,job11162,3,3
1,0,job12352,2,1
3,2,job12381,1,1
2,0,job12283,1,1
3,4,job11045,3,1
3,3,job12293,2,3
1,2,job12183,3,3
2,0,job12391,3,3
5,0,job11234,1,1
3,2,job12401,1,3
1,1,job12372,2,3
1,3,job11163,3,3
2,0,job12333,1,1
4,2,job12411,2,1
4,0,job11074,3,1
1,1,job12242,1,3
3,3,job12353,2,1
4,2,job12421,2,1
4,0,job11564,3,1
5,1,job11642,3,1
1,0,job12412,2,1
3,4,job12373,2,3
3,4,job11075,3,1
1,2,job11643,3,1
3,1,job11963,2,10
1,1,job12382,1,1
1,0,job12422,2,1
5,0,job11494,1,1
2,0,job12431,3,1
2,0,job12441,3,1
1,1,job12172,1,1
2,1,job12243,1,3
4,0,job11114,3,1
3,4,job11565,3,1
4,0,job11154,3,3
2,0,job12451,3,1
2,1,job12461,3,3
5,1,job12244,1,3
2,0,job12471,3,1
3,0,job12413,2,1
2,0,job12383,1,1
5,1,job11272,3,3
4,2,job12481,2,1
1,1,job12342,1,3
3,4,job11115,3,1
5,1,job12462,3,3
4,2,job12491,2,1
5,0,job11504,1,1
2,0,job12173,1,1
3,3,job12423,2,1
4,1,job12501,2,10
4,0,job11284,3,1
1,0,job12482,2,1
4,0,job11644,3,1
2,1,job12343,1,3
2,0,job12511,3,1
3,1,job11155,3,3
1,1,job12402,1,3
5,1,job11692,3,1
1,2,job12502,2,10
1,0,job12492,2,1
3,2,job12521,1,1
3,1,job12323,2,10
5,1,job12344,1,3
1,3,job11273,3,3
3,2,job12531,1,3
4,1,job12541,2,3
4,2,job12561,2,1
4,2,job12551,2,3
2,1,job12403,1,3
3,2,job12571,1,10
3,1,job11933,2,10
5,0,job11324,1,3
1,2,job11693,3,1
3,4,job11285,3,1
4,2,job12581,2,3
2,1,job12591,3,3
4,0,job11164,3,3
3,3,job12483,2,1
1,0,job12542,2,3
5,1,job12404,1,3
1,3,job12562,2,1
1,2,job8292,1,10
3,2,job12601,1,3
3,2,job12611,1,10
4,2,job12621,2,3
5,1,job11432,3,3
3,4,job11645,3,1
1,0,job12552,2,3
3,2,job12631,1,10
5,1,job12592,3,3
3,3,job12493,2,1
5,0,job11354,1,3
1,1,job12522,1,1
4,0,job12184,3,3
1,0,job12582,2,3
4,0,job11384,3,1
3,4,job11165,3,3
3,3,job12543,2,3
3,2,job12641,1,1
1,3,job11433,3,3
1,0,job12622,2,3
2,0,job12523,1,1
5,1,job11842,3,1
2,1,job8293,1,10
4,2,job12651,2,3
3,4,job11385,3,1
1,1,job12532,1,3
4,2,job12661,2,1
3,3,job12553,2,3
5,0,job8294,1,10
4,2,job12671,2,3
5,0,job11724,1,1
1,0,job12652,2,3
2,0,job12681,3,3
4,1,job11274,3,3
2,0,job12533,1,3
3,4,job12185,3,3
3,3,job12583,2,3
1,3,job12662,2,1
5,1,job11522,3,3
1,1,job12642,1,1
3,0,job12691,1,1
3,1,job11275,3,3
3,0,job12563,2,1
4,0,job11694,3,1
1,3,job11843,3,1
5,0,job11764,1,1
1,2,job12672,2,3
2,0,job12643,1,1
3,4,job12623,2,3
1,2,job11523,3,3
3,3,job12701,1,1
3,4,job11695,3,1
4,2,job12711,2,1
1,1,job12602,1,3
3,2,job12721,1,3
1,1,job12692,1,1
1,0,job12463,3,3
3,1,job12073,2,10
3,2,job12731,1,3
5,1,job11602,3,3
2,0,job12741,3,1
3,3,job12653,2,3
1,0,job12593,3,3
1,0,job12712,2,1
2,0,job12603,1,3
3,2,job12751,1,3
4,0,job11484,3,1
5,0,job11774,1,1
1,2,job11603,3,3
4,2,job12761,2,1
2,0,job12771,3,1
1,2,job8462,1,10
2,0,job12693,1,1
2,0,job12781,3,1
4,1,job12791,2,10
1,3,job12762,2,1
3,4,job11485,3,1
4,0,job11524,3,3
5,1,job11992,3,1
4,2,job12464,3,3
1,3,job11993,3,1
1,0,job12792,2,10
4,0,job11554,3,1
1,1,job12722,1,3
5,0,job11824,1,1
2,1,job12801,3,10
2,0,job12811,3,3
2,1,job8463,1,10
3,1,job11525,3,3
3,4,job12465,3,3
4,1,job12821,2,10
4,2,job12831,2,10
3,0,job12713,2,1
2,0,job12723,1,3
4,2,job12841,2,1
5,1,job12802,3,10
5,1,job12052,3,1
1,2,job12832,2,10
2,0,job12851,3,1
3,4,job11555,3,1
1,0,job12822,2,10
1,3,job12803,3,10
2,0,job12861,3,1
5,0,job8464,1,10
1,1,job12732,1,3
4,2,job12871,2,3
4,1,job11434,3,3
5,0,job11444,1,3
1,3,job12053,3,1
1,1,job12842,2,1
3,3,job12881,1,1
3,2,job12891,1,3
2,1,job12733,1,3
4,1,job11604,3,3
4,2,job12901,2,1
4,2,job12594,3,3
1,1,job12752,1,3
2,1,job12911,3,10
3,2,job12921,1,3
3,4,job11435,3,3
1,0,job12872,2,3
3,0,job12663,2,1
5,0,job11792,3,3
5,1,job12734,1,3
4,2,job12931,2,3
3,3,job12843,2,1
1,2,job12902,2,1
3,4,job12673,2,3
5,0,job11954,1,1
5,1,job12912,3,10
3,1,job11605,3,3
3,1,job12793,2,10
1,1,job12892,1,3
2,1,job12753,1,3
3,1,job12303,2,10
5,0,job11982,3,3
5,1,job12754,1,3
3,3,job12873,2,3
3,4,job12595,3,3
4,0,job11714,3,3
1,2,job12913,3,10
2,0,job12893,1,3
5,0,job12024,1,1
1,1,job12922,1,3
1,0,job12932,2,3
3,0,job12903,2,1
3,4,job11715,3,3
3,1,job12823,2,10
3,0,job12763,2,1
3,2,job12941,1,10
3,3,job12951,1,1
2,0,job12923,1,3
3,2,job12961,1,1
5,1,job12042,3,3
2,1,job12971,3,10
3,2,job12981,1,10
1,2,job8552,1,10
3,3,job12933,2,3
1,3,job12043,3,3
2,1,job12991,3,10
4,1,job13001,2,10
5,0,job12134,1,1
4,2,job13011,2,1
4,2,job13021,2,3
5,1,job12972,3,10
3,0,job13031,1,1
4,0,job12914,3,10
1,1,job12702,1,1
4,2,job13041,2,3
1,2,job12973,3,10
4,1,job13051,2,10
1,0,job13002,2,10
4,0,job11844,3,1
1,3,job13012,2,1
5,1,job12992,3,10
4,2,job13061,2,3
5,1,job12062,3,3
1,1,job12962,1,1
4,2,job13071,2,3
4,2,job13081,2,1
2,0,job12703,1,1
1,2,job12993,3,10
2,1,job8553,1,10
3,2,job13101,1,1
3,4,job12915,3,10
4,2,job13091,2,1
1,0,job13052,2,10
1,0,job13022,2,3
1,1,job12882,1,1
3,1,job13003,2,10
5,0,job12174,1,1
1,2,job12063,3,3
5,0,job8554,1,10
2,0,job12963,1,1
3,2,job13111,1,10
1,3,job13082,2,1
3,4,job11845,3,1
4,1,job13121,2,10
1,2,job8602,1,10
4,0,job11994,3,1
2,0,job12883,1,1
3,2,job13131,1,1
3,3,job13023,2,3
5,1,job12432,3,1
1,1,job13032,1,1
1,0,job13092,2,1
1,0,job13122,2,10
1,3,job12433,3,1
4,0,job12974,3,10
2,0,job13141,3,1
3,4,job11995,3,1
5,0,job12204,1,1
2,0,job13033,1,1
1,1,job13102,1,1
3,1,job13053,2,10
1,0,job13042,2,3
4,2,job13151,2,1
4,2,job13161,2,1
2,1,job8603,1,10
4,0,job12054,3,1
3,4,job12975,3,10
4,2,job13171,2,1
5,1,job12442,3,1
1,3,job13062,2,3
2,0,job13103,1,1
3,2,job13181,1,10
3,2,job13191,1,1
3,3,job13093,2,1
1,1,job12952,1,1
5,0,job8604,1,10
1,2,job12443,3,1
1,1,job13132,1,1
4,2,job13201,2,1
4,1,job13211,2,10
4,2,job13221,2,1
5,0,job12234,1,1
1,0,job13152,2,1
3,3,job13013,2,1
3,4,job12055,3,1
2,0,job13231,3,1
2,0,job12953,1,1
3,4,job13043,2,3
1,0,job13212,2,10
1,3,job13162,2,1
4,2,job13241,2,1
5,1,job12452,3,1
2,0,job13133,1,1
4,2,job13251,2,1
1,1,job13192,1,1
4,0,job12064,3,3
4,2,job13261,2,1
1,2,job12453,3,1
3,3,job13153,2,1
1,0,job13172,2,1
3,0,job13271,1,1
3,3,job13281,1,1
5,0,job12284,1,1
4,1,job13291,2,3
2,0,job13193,1,1
4,0,job12044,3,3
4,1,job13301,2,10
3,4,job12065,3,3
1,3,job13202,2,1
1,2,job8692,1,10
3,1,job13123,2,10
1,0,job13292,2,3
5,1,job12472,3,1
4,0,job12444,3,1
3,2,job13311,1,10
1,1,job13272,1,1
1,3,job13222,2,1
1,3,job12473,3,1
3,3,job13083,2,1
3,4,job12045,3,3
4,2,job13321,2,1
1,2,job13302,2,10
3,0,job13331,1,1
3,0,job13173,2,1
5,0,job12334,1,1
2,1,job13341,3,10
1,0,job13242,2,1
2,1,job8693,1,10
1,2,job8792,1,10
2,0,job13273,1,1
2,0,job13351,3,1
2,0,job13361,3,1
3,4,job12445,3,1
5,1,job13342,3,10
3,2,job13371,1,1
3,3,job13293,2,3
5,1,job12512,3,1
1,0,job13252,2,1
2,0,job13381,3,1
1,1,job13332,1,1
1,0,job13343,3,10
5,0,job8694,1,10
4,1,job12084,3,3
1,2,job8892,1,10
5,0,job12384,1,1
1,1,job13262,2,1
1,3,job12513,3,1
4,2,job13391,2,1
3,2,job13401,1,1
3,0,job13243,2,1
2,0,job13333,1,1
3,3,job13411,1,1
3,2,job13421,1,10
4,0,job12454,3,1
1,1,job13322,2,1
3,4,job12085,3,3
5,1,job12362,3,3
2,0,job13441,3,3
3,2,job13431,1,1
3,4,job13063,2,3
3,0,job13253,2,1
1,1,job13372,1,1
3,0,job13263,2,1
4,2,job13451,2,1
1,0,job12363,3,3
1,0,job13392,2,1
2,1,job8793,1,10
3,4,job12455,3,1
5,0,job12144,1,3
5,0,job8794,1,10
4,2,job13461,2,3
1,1,job13452,2,1
3,3,job13323,2,1
1,1,job13402,1,1
5,1,job12392,3,3
4,1,job12094,3,3
1,3,job13072,2,3
2,0,job13373,1,1
1,2,job12393,3,3
2,0,job13471,3,1
4,2,job13481,2,3
4,0,job13344,3,10
5,0,job12154,1,3
4,0,job12994,3,10
1,0,job13462,2,3
3,4,job12095,3,3
1,1,job13432,1,1
3,2,job13491,1,3
3,0,job13163,2,1
3,3,job13453,2,1
3,0,job13393,2,1
3,1,job13345,3,10
4,1,job13501,2,10
5,1,job12742,3,1
1,3,job13482,2,3
2,1,job8893,1,10
1,2,job12743,3,1
2,0,job13433,1,1
3,2,job13511,1,3
5,0,job8894,1,10
1,2,job13502,2,10
4,2,job13521,2,1
5,0,job12524,1,1
1,2,job8912,1,10
3,1,job12995,3,10
2,0,job13531,3,1
4,1,job13541,2,10
4,2,job13551,2,1
2,0,job13403,1,1
1,1,job13522,2,1
2,1,job13571,3,3
2,0,job13561,3,1
4,0,job12434,3,1
4,0,job12364,3,3
5,1,job12772,3,1
1,0,job13542,2,10
2,0,job13581,3,1
4,0,job12394,3,3
1,3,job13552,2,1
4,1,job13591,2,10
1,1,job13492,1,3
5,1,job13572,3,3
1,3,job12773,3,1
3,3,job13601,1,1
3,4,job13523,2,1
5,0,job12644,1,1
3,2,job13611,1,1
3,4,job12435,3,1
3,4,job13073,2,3
1,3,job13573,3,3
1,0,job13592,2,10
3,4,job13463,2,3
2,1,job8913,1,10
3,2,job13621,1,10
4,2,job13631,2,1
2,0,job13493,1,3
4,2,job13641,2,1
5,1,job12782,3,1
1,1,job13512,1,3
3,2,job13651,1,1
3,1,job12365,3,3
5,0,job8914,1,10
1,1,job13632,2,1
1,0,job12783,3,1
3,3,job13661,1,3
3,1,job13213,2,10
5,0,job12694,1,1
2,0,job13513,1,3
2,0,job13671,3,1
1,1,job13642,2,1
3,1,job12395,3,3
4,0,job12474,3,1
2,1,job13681,3,3
1,1,job13612,1,1
2,0,job13691,3,1
3,1,job13543,2,10
4,1,job13701,2,3
4,2,job13711,2,1
1,2,job13282,1,1
4,0,job12744,3,1
4,2,job13721,2,3
5,1,job12852,3,1
3,3,job13633,2,1
3,4,job12475,3,1
3,3,job13731,1,1
5,1,job13682,3,3
1,0,job13702,2,3
3,0,job13203,2,1
1,3,job13712,2,1
1,3,job12853,3,1
5,0,job12704,1,1
4,2,job13741,2,1
1,1,job13652,1,1
1,2,job13683,3,3
2,0,job13613,1,1
3,1,job12503,2,10
3,2,job13751,1,10
1,1,job13412,1,1
1,0,job13722,2,3
2,1,job13761,3,3
3,4,job12745,3,1
4,2,job13771,2,1
4,0,job12784,3,1
5,1,job12862,3,1
2,1,job13283,1,1
1,2,job13742,2,1
3,0,job13643,2,1
5,1,job13762,3,3
1,2,job12863,3,1
2,0,job13781,3,1
4,2,job13791,2,3
1,2,job8952,1,10
4,0,job12514,3,1
5,0,job12534,1,3
3,4,job12785,3,1
4,2,job13801,2,1
5,1,job13284,1,1
1,1,job13772,2,1
1,3,job13763,3,3
2,0,job13653,1,1
3,3,job13703,2,3
4,2,job13811,2,1
1,0,job13802,2,1
3,2,job13821,1,1
5,1,job12682,3,3
3,3,job13223,2,1
3,4,job12515,3,1
1,2,job9212,1,10
3,4,job13723,2,3
4,1,job13831,2,10
4,2,job13684,3,3
3,2,job13841,1,1
3,0,job13773,2,1
1,0,job13812,2,1
5,0,job12604,1,3
3,2,job13861,1,3
4,2,job13851,2,1
4,1,job13871,2,10
2,0,job13881,3,1
1,0,job13832,2,10
1,3,job12683,3,3
2,1,job13413,1,1
3,0,job13803,2,1
2,1,job8953,1,10
1,1,job13822,1,1
5,1,job12812,3,3
1,0,job13872,2,10
3,2,job13891,1,10
5,1,job13414,1,1
3,3,job13685,3,3
4,0,job12774,3,1
4,2,job13901,2,1
1,3,job12813,3,3
5,0,job8954,1,10
3,0,job13813,2,1
2,0,job13823,1,1
2,0,job13911,3,1
5,0,job12884,1,1
1,1,job13852,2,1
1,1,job13842,1,1
3,4,job12775,3,1
3,0,job13553,2,1
4,2,job13931,2,1
4,1,job13941,2,10
4,2,job13921,2,3
3,1,job13593,2,10
4,2,job13951,2,1
4,0,job12864,3,1
5,1,job13142,3,1
1,0,job13902,2,1
1,1,job13602,1,1
3,3,job13853,2,1
1,2,job13942,2,10
4,1,job13961,2,1
4,2,job13971,2,1
1,3,job13143,3,1
2,0,job13981,3,1
5,0,job12954,1,1
1,1,job13862,1,3
1,3,job13932,2,1
3,1,job13833,2,10
4,2,job13991,2,1
2,1,job9213,1,10
3,4,job12865,3,1
2,0,job13843,1,1
4,2,job14001,2,1
1,0,job13962,2,1
5,0,job9214,1,10
1,1,job13732,1,1
1,0,job13952,2,1
4,1,job12684,3,3
5,1,job13232,3,1
3,3,job13903,2,1
2,0,job13863,1,3
3,0,job13743,2,1
1,2,job9232,1,10
1,2,job13233,3,1
4,2,job14011,2,1
1,0,job13972,2,1
3,2,job14021,1,3
5,0,job12964,1,1
3,4,job12685,3,3
2,0,job13733,1,1
3,4,job13483,2,3
2,1,job14031,3,3
3,3,job13953,2,1
4,2,job14041,2,1
3,1,job12833,2,10
1,1,job13992,2,1
2,1,job14061,3,3
4,1,job14051,2,3
1,2,job9492,1,10
2,0,job13603,1,1
5,1,job13352,3,1
5,1,job14032,3,3
1,0,job14002,2,1
3,0,job13963,2,1
3,2,job14071,1,3
1,1,job14052,2,3
1,3,job13353,3,1
5,0,job12724,1,3
5,1,job14062,3,3
1,0,job14033,3,3
3,0,job13993,2,1
4,1,job14081,2,10
1,1,job14012,2,1
4,0,job12854,3,1
2,1,job14091,3,10
1,1,job14022,1,3
3,3,job13973,2,1
4,0,job13234,3,1
1,3,job14063,3,3
4,2,job14101,2,3
5,1,job13362,3,1
1,2,job14082,2,10
1,0,job14042,2,1
3,4,job14053,2,3
5,1,job14092,3,10
3,4,job12855,3,1
4,2,job14111,2,1
1,3,job13363,3,1
4,2,job14121,2,1
3,3,job14003,2,1
3,0,job13713,2,1
2,1,job9233,1,10
4,2,job14131,2,1
5,0,job13034,1,1
1,2,job13792,2,3
1,1,job14072,1,3
1,0,job14093,3,10
2,0,job14023,1,3
2,0,job14141,3,3
5,0,job9234,1,10
3,4,job13235,3,1
2,1,job9493,1,10
1,0,job14112,2,1
3,3,job14043,2,1
3,2,job14151,1,1
5,1,job13382,3,1
2,0,job14073,1,3
5,0,job9494,1,10
1,2,job9532,1,10
1,3,job13383,3,1
2,0,job14161,3,1
1,1,job14122,2,1
2,1,job14181,3,10
2,0,job14171,3,3
4,1,job12814,3,3
5,0,job13104,1,1
2,0,job14191,3,1
3,4,job13793,2,3
4,1,job14201,2,1
4,2,job14211,2,1
3,0,job14013,2,1
1,1,job14132,2,1
5,1,job14182,3,10
2,0,job14221,3,1
3,2,job14231,1,1
2,1,job9533,1,10
3,1,job12815,3,3
4,2,job14034,3,3
5,1,job13472,3,1
2,1,job14241,3,3
1,1,job14152,1,1
1,2,job14183,3,10
3,0,job13933,2,1
4,1,job14251,2,1
4,2,job14261,2,1
1,0,job14212,2,1
3,3,job14123,2,1
5,0,job9534,1,10
1,3,job13473,3,1
1,1,job14202,2,1
5,0,job13134,1,1
1,2,job14262,2,1
3,1,job13303,2,10
3,3,job14113,2,1
3,2,job14271,1,1
2,0,job14153,1,1
5,1,job14242,3,3
1,1,job14232,1,1
1,3,job14252,2,1
1,0,job14243,3,3
5,1,job13532,3,1
4,2,job14281,2,1
2,1,job14291,3,10
3,0,job14213,2,1
4,0,job13144,3,1
3,2,job14301,1,3
4,1,job14311,2,10
1,2,job13533,3,1
3,4,job14035,3,3
4,2,job14321,2,1
3,3,job14203,2,1
5,0,job12894,1,3
3,2,job14331,1,10
5,1,job14292,3,10
1,1,job14272,1,1
1,2,job14312,2,10
4,0,job14184,3,10
3,4,job13145,3,1
1,0,job14282,2,1
3,0,job14253,2,1
1,2,job14293,3,10
2,0,job14233,1,1
5,1,job13562,3,1
3,2,job14341,1,1
1,3,job14322,2,1
1,0,job13563,3,1
4,2,job14244,3,3
3,2,job14351,1,1
3,3,job14263,2,1
3,4,job14185,3,10
4,2,job14361,2,1
1,1,job14302,1,3
5,0,job13194,1,1
3,0,job14133,2,1
1,2,job13922,2,3
4,2,job14371,2,1
2,0,job14381,3,1
4,1,job12804,3,10
3,3,job14283,2,1
2,0,job14303,1,3
3,2,job14411,1,3
4,1,job14391,2,3
4,2,job14401,2,1
5,1,job13582,3,1
1,1,job14362,2,1
1,1,job14342,1,1
1,3,job13583,3,1
2,0,job14273,1,1
5,0,job12924,1,3
3,1,job12805,3,10
4,0,job13534,3,1
1,0,job14372,2,1
3,0,job14323,2,1
3,2,job14421,1,1
2,0,job14431,3,3
3,3,job14441,1,1
1,3,job14392,2,3
1,1,job14352,1,1
1,0,job14402,2,1
5,1,job13672,3,1
3,3,job14363,2,1
3,4,job13535,3,1
4,0,job13564,3,1
3,4,job13923,2,3
4,2,job14451,2,3
4,2,job14461,2,1
1,2,job13673,3,1
3,2,job14471,1,3
5,0,job13274,1,1
2,0,job14353,1,1
3,0,job14481,1,1
3,3,job14245,3,3
3,2,job14491,1,1
3,4,job13565,3,1
4,0,job13354,3,1
1,1,job14422,1,1
3,0,job14373,2,1
4,2,job14501,2,1
4,1,job14511,2,10
2,0,job14343,1,1
5,1,job13692,3,1
3,2,job14521,1,3
1,1,job14462,2,1
4,0,job14294,3,10
3,2,job14531,1,1
3,4,job13355,3,1
1,0,job14512,2,10
3,0,job14403,2,1
4,2,job14541,2,1
1,3,job13693,3,1
3,2,job14551,1,1
2,0,job14423,1,1
5,0,job13334,1,1
1,1,job14492,1,1
2,0,job14561,3,1
1,0,job14502,2,1
4,1,job14571,2,10
2,0,job14581,3,1
4,0,job13364,3,1
3,4,job14295,3,10
1,1,job14542,2,1
3,3,job14463,2,1
4,2,job14591,2,1
5,1,job13442,3,3
1,2,job14572,2,10
1,1,job14482,1,1
2,0,job14601,3,1
1,2,job13662,1,3
4,0,job13674,3,1
1,1,job14532,1,1
1,3,job13443,3,3
3,2,job14611,1,10
3,3,job14621,1,1
3,4,job13365,3,1
4,0,job14094,3,10
1,0,job14102,2,3
2,0,job14493,1,1
2,1,job14631,3,3
5,0,job13374,1,1
3,0,job14641,1,1
4,0,job13384,3,1
4,2,job14651,2,1
1,3,job14592,2,1
3,1,job13503,2,10
4,2,job14661,2,1
5,1,job14632,3,3
3,4,job13675,3,1
1,1,job14552,1,1
3,2,job14671,1,1
3,0,job14503,2,1
4,2,job14681,2,1
5,1,job13782,3,1
3,0,job14543,2,1
1,0,job14633,3,3
3,3,job14691,1,1
1,2,job14652,2,1
2,1,job13663,1,3
3,4,job14393,2,3
4,2,job14701,2,3
5,0,job13404,1,1
1,3,job13783,3,1
2,0,job14711,3,1
3,4,job13385,3,1
2,0,job14553,1,1
3,1,job14103,2,3
2,1,job14721,3,3
5,1,job13664,1,3
1,0,job14662,2,1
4,1,job14731,2,10
1,1,job14412,1,3
1,1,job14642,1,1
2,0,job14533,1,1
3,3,job14653,2,1
5,1,job13882,3,1
3,1,job14095,3,10
5,1,job14722,3,3
1,2,job14732,2,10
1,2,job14682,2,1
2,1,job14413,1,3
4,0,job13474,3,1
5,0,job13434,1,1
2,1,job14741,3,10
1,2,job14452,2,3
1,1,job14672,1,1
3,1,job13943,2,10
2,0,job14751,3,3
2,1,job14761,3,3
4,2,job14634,3,3
5,1,job14414,1,3
2,0,job14643,1,1
3,2,job14771,1,3
1,3,job13883,3,1
1,0,job14702,2,3
3,4,job13475,3,1
5,1,job13912,3,1
3,0,job14593,2,1
3,3,job14683,2,1
5,1,job14742,3,10
4,2,job14781,2,1
2,0,job14673,1,1
1,1,job14472,1,3
3,0,job14663,2,1
5,0,job13604,1,1
2,0,job14791,3,1
2,0,job14801,3,1
3,4,job14635,3,3
5,1,job14762,3,3
2,0,job14811,3,1
2,1,job14483,1,1
3,4,job14453,2,3
2,1,job14821,3,10
4,1,job14831,2,10
2,0,job14841,3,3
3,3,job14703,2,3
1,0,job14782,2,1
5,0,job13982,3,1
5,1,job14484,1,1
2,1,job14861,3,3
4,2,job14851,2,1
1,1,job14522,1,3
3,2,job14871,1,1
2,1,job14473,1,3
4,1,job13444,3,3
1,2,job14832,2,10
3,1,job14083,2,10
4,1,job14881,2,3
4,2,job14891,2,1
1,3,job13913,3,1
5,0,job13614,1,1
5,1,job14822,3,10
1,0,job14852,2,1
3,1,job13873,2,10
2,1,job14523,1,3
3,4,job13445,3,3
5,1,job14474,1,3
1,1,job14772,1,3
1,3,job14892,2,1
3,1,job14313,2,10
5,1,job14162,3,1
3,0,job14783,2,1
2,0,job14901,3,1
4,0,job13584,3,1
1,2,job14882,2,3
4,2,job14911,2,3
4,1,job14921,2,10
4,2,job14931,2,3
2,0,job14773,1,3
3,2,job14941,1,3
3,1,job14573,2,10
5,1,job14862,3,3
5,0,job13654,1,1
3,2,job14961,1,10
4,2,job14951,2,3
