Workcenter,Machine,Job,Type,Priority
1,1,job20872,1,3
4,1,job20961,2,10
2,0,job20653,1,1
3,3,job20853,2,3
1,3,job20892,2,1
1,3,job20803,3,1
3,0,job20913,2,1
5,1,job20812,3,1
3,4,job20285,3,1
1,2,job20962,2,10
1,0,job20922,2,1
2,0,job20873,1,3
3,2,job20971,1,1
1,1,job20952,1,1
5,1,job19974,1,1
4,0,job20264,3,3
3,3,job20783,2,3
4,2,job20981,2,1
1,0,job20942,2,1
4,1,job20991,2,10
4,2,job21001,2,1
4,0,job20404,3,10
2,0,job20953,1,1
4,1,job21011,2,3
4,2,job21021,2,1
5,1,job20842,3,1
1,0,job20982,2,1
1,2,job20992,2,10
3,4,job20265,3,3
1,1,job20972,1,1
3,3,job20923,2,1
3,0,job20893,2,1
2,0,job21031,3,3
3,2,job21041,1,1
3,2,job21051,1,1
4,1,job21061,2,10
5,0,job19764,1,3
1,2,job21012,2,3
3,1,job20313,2,10
1,3,job21002,2,1
2,0,job20973,1,1
3,1,job20405,3,10
3,0,job20943,2,1
1,1,job20752,1,1
4,2,job21071,2,1
1,0,job21022,2,1
1,2,job21062,2,10
4,2,job21081,2,1
1,1,job20932,1,3
5,1,job20882,3,1
3,1,job20833,2,10
1,3,job20813,3,1
3,2,job21091,1,3
4,2,job21101,2,1
2,0,job20753,1,1
4,0,job20364,3,1
3,3,job20983,2,1
1,0,job21072,2,1
3,2,job21111,1,3
5,0,job19794,1,3
1,3,job20843,3,1
2,0,job20933,1,3
3,4,job21013,2,3
4,2,job21131,2,3
1,1,job21042,1,1
2,0,job21121,3,1
1,3,job20883,3,1
1,0,job21082,2,1
3,4,job20365,3,1
3,0,job21023,2,1
3,3,job21003,2,1
4,2,job21141,2,1
3,2,job21151,1,3
5,1,job20902,3,1
1,2,job20863,3,10
3,2,job21161,1,1
2,0,job21043,1,1
3,2,job21171,1,3
1,0,job21102,2,1
2,0,job21181,3,1
3,1,job20963,2,10
4,2,job21191,2,3
1,2,job20903,3,1
3,0,job21073,2,1
5,0,job19854,1,3
1,1,job21052,1,1
4,1,job21201,2,10
1,0,job21142,2,1
4,1,job21211,2,10
4,2,job21221,2,3
4,1,job21231,2,10
2,0,job21053,1,1
1,2,job21202,2,10
3,3,job21083,2,1
3,2,job21241,1,3
4,0,job20414,3,1
5,1,job20792,3,3
1,0,job21132,2,3
2,0,job21251,3,3
1,1,job21162,1,1
2,0,job21261,3,1
1,2,job20793,3,3
4,2,job21271,2,1
4,0,job20864,3,10
1,2,job21232,2,10
5,1,job20114,1,1
1,0,job21192,2,3
3,3,job21103,2,1
3,4,job20415,3,1
3,2,job21281,1,1
2,0,job21163,1,1
4,1,job21291,2,10
3,2,job21301,1,3
2,0,job21311,3,3
1,0,job21212,2,10
4,2,job21321,2,1
1,1,job21272,2,1
3,2,job21331,1,10
5,1,job21122,3,1
1,1,job21092,1,3
4,0,job20604,3,1
4,1,job21341,2,10
3,0,job21143,2,1
3,4,job20865,3,10
4,2,job21351,2,3
2,0,job21361,3,1
4,2,job21371,2,3
1,0,job21292,2,10
3,2,job21381,1,3
1,3,job21322,2,1
4,2,job20904,3,1
3,2,job21401,1,3
4,2,job21391,2,1
5,1,job20174,1,1
2,1,job21411,3,10
3,0,job21273,2,1
1,3,job21123,3,1
3,2,job21421,1,1
1,2,job21342,2,10
3,3,job21133,2,3
3,4,job20605,3,1
4,2,job21431,2,1
1,0,job21222,2,3
1,1,job21282,1,1
4,2,job21441,2,1
2,0,job21093,1,3
3,1,job20993,2,10
4,2,job21451,2,1
5,1,job21412,3,10
4,0,job20624,3,3
5,1,job21182,3,1
2,0,job21461,3,3
4,2,job21471,2,1
2,0,job21481,3,1
3,4,job21193,2,3
2,0,job21283,1,1
4,2,job21491,2,1
3,4,job20905,3,1
5,0,job20214,1,1
4,2,job21501,2,1
4,1,job21511,2,1
1,1,job21422,1,1
3,4,job20625,3,3
4,1,job21521,2,1
3,0,job21323,2,1
1,3,job21183,3,1
3,4,job21223,2,3
1,0,job21392,2,1
1,1,job21512,2,1
1,2,job20522,1,3
5,1,job21262,3,1
2,0,job21423,1,1
4,2,job21531,2,1
4,0,job20794,3,3
1,2,job21413,3,10
2,0,job21541,3,1
4,1,job21551,2,1
1,1,job21112,1,3
1,0,job21522,2,1
1,0,job21432,2,1
1,3,job21263,3,1
3,1,job21213,2,10
5,0,job19994,1,3
2,1,job20523,1,3
3,3,job21513,2,1
4,2,job21561,2,1
3,4,job20795,3,3
4,1,job21571,2,3
1,1,job21442,2,1
4,0,job20734,3,1
1,3,job21552,2,1
5,1,job20524,1,3
2,0,job21113,1,3
3,2,job21591,1,10
3,3,job21393,2,1
4,2,job21581,2,1
5,1,job21362,3,1
2,0,job21601,3,3
1,1,job21152,1,3
1,0,job21572,2,3
1,2,job21452,2,1
3,2,job21611,1,1
3,4,job20735,3,1
4,1,job21621,2,3
5,0,job20234,1,1
2,0,job21631,3,3
3,0,job21433,2,1
3,3,job21443,2,1
4,1,job21641,2,3
1,0,job21472,2,1
4,1,job21651,2,10
3,2,job21661,1,1
4,0,job20744,3,1
2,0,job21681,3,3
4,1,job21671,2,3
1,2,job21622,2,3
1,1,job21172,1,3
4,0,job21414,3,10
5,1,job21482,3,1
1,3,job21363,3,1
2,1,job21153,1,3
1,1,job21492,2,1
3,0,job21523,2,1
3,2,job21691,1,10
1,0,job21672,2,3
1,3,job21483,3,1
3,4,job20745,3,1
5,1,job21154,1,3
2,1,job21173,1,3
3,3,job21553,2,1
3,0,job21453,2,1
3,2,job21701,1,10
5,0,job20024,1,3
1,2,job21502,2,1
3,2,job21711,1,1
3,2,job21721,1,10
1,1,job21612,1,1
1,0,job21642,2,3
3,3,job21473,2,1
5,1,job21174,1,3
3,2,job21731,1,3
3,3,job21741,1,1
4,2,job21751,2,1
2,0,job21761,3,1
3,1,job21415,3,10
1,0,job21532,2,1
3,4,job21623,2,3
3,0,job21493,2,1
5,1,job21032,3,3
4,1,job21771,2,3
1,2,job21652,2,10
3,4,job21573,2,3
1,1,job21562,2,1
1,1,job21662,1,1
5,0,job20344,1,1
2,0,job21613,1,1
4,0,job20804,3,1
1,2,job21772,2,3
3,0,job21503,2,1
1,3,job21033,3,3
1,0,job21582,2,1
3,3,job21533,2,1
3,2,job21781,1,3
2,0,job21791,3,3
5,1,job21542,3,1
4,2,job21801,2,3
3,3,job21563,2,1
3,4,job20805,3,1
3,1,job21063,2,10
1,1,job21712,1,1
1,0,job21752,2,1
4,2,job21811,2,3
3,0,job21583,2,1
4,2,job21821,2,1
5,0,job20204,1,3
4,0,job20814,3,1
2,0,job21663,1,1
1,2,job21352,2,3
3,4,job21773,2,3
1,3,job21543,3,1
4,1,job21831,2,10
1,1,job21242,1,3
2,0,job21713,1,1
3,0,job21753,2,1
5,1,job21252,3,3
1,1,job21822,2,1
3,4,job20815,3,1
1,2,job21832,2,10
3,2,job21841,1,3
1,2,job21253,3,3
2,0,job21851,3,1
3,1,job21353,2,3
4,1,job21861,2,10
2,1,job21243,1,3
5,1,job20614,1,1
1,0,job21372,2,3
4,0,job20844,3,1
3,1,job21643,2,3
3,2,job21871,1,3
3,3,job21881,1,1
5,1,job21244,1,3
1,1,job21302,1,3
1,0,job21862,2,10
4,2,job21891,2,1
3,1,job21203,2,10
3,2,job21901,1,1
1,2,job21802,2,3
3,0,job21823,2,1
5,1,job21762,3,1
3,4,job20845,3,1
3,1,job21373,2,3
2,0,job21921,3,1
3,2,job21911,1,1
1,1,job21892,2,1
2,1,job21303,1,3
4,2,job21931,2,3
5,0,job20654,1,1
1,1,job21382,1,3
4,0,job20884,3,1
5,1,job21304,1,3
1,3,job21763,3,1
3,2,job21941,1,3
3,4,job21673,2,3
1,0,job21812,2,3
3,3,job21893,2,1
4,0,job21254,3,3
5,1,job21312,3,3
2,1,job21951,3,10
3,4,job20885,3,1
1,1,job21932,2,3
1,1,job21902,1,1
3,1,job21293,2,10
4,2,job21961,2,1
2,1,job21383,1,3
5,0,job20394,1,3
4,0,job21034,3,3
5,1,job21952,3,10
3,0,job21803,2,3
3,2,job21971,1,1
3,4,job21255,3,3
1,3,job21962,2,1
5,1,job21384,1,3
3,3,job21813,2,3
5,1,job21462,3,3
1,1,job21912,1,1
3,3,job21933,2,3
4,2,job21981,2,3
4,1,job21991,2,10
1,0,job21313,3,3
3,1,job21233,2,10
3,0,job21035,3,3
3,2,job22001,1,10
3,1,job21863,2,10
4,2,job22011,2,3
5,0,job20754,1,1
1,0,job21982,2,3
2,0,job21903,1,1
4,0,job21124,3,1
1,2,job21992,2,10
2,0,job22021,3,3
4,2,job22031,2,3
3,1,job21343,2,10
4,2,job22041,2,1
1,1,job21972,1,1
1,2,job22012,2,3
2,0,job21913,1,1
4,1,job22051,2,10
2,0,job22061,3,3
4,2,job22071,2,3
5,1,job21852,3,1
3,4,job21125,3,1
2,0,job22081,3,3
3,0,job21963,2,1
1,2,job22052,2,10
2,0,job21973,1,1
3,1,job21653,2,10
3,2,job22101,1,3
4,2,job22091,2,1
1,3,job22042,2,1
5,0,job20824,1,1
4,2,job22111,2,1
4,0,job21314,3,3
1,3,job21853,3,1
1,0,job21402,1,3
1,0,job22032,2,3
3,3,job22013,2,3
3,2,job22121,1,10
5,1,job21922,3,1
3,3,job21983,2,3
3,4,job21315,3,3
4,2,job22131,2,3
1,0,job22092,2,1
4,0,job21184,3,1
1,2,job21732,1,3
2,0,job22141,3,1
4,2,job22151,2,1
5,0,job20544,1,3
2,1,job21403,1,3
3,1,job21833,2,10
1,3,job22112,2,1
3,2,job22161,1,3
5,1,job21404,1,3
3,2,job22171,1,10
3,4,job21185,3,1
2,1,job21733,1,3
3,0,job22043,2,1
4,1,job22181,2,10
4,2,job22191,2,1
1,2,job21463,3,3
4,1,job22201,2,10
5,1,job21602,3,3
1,3,job22152,2,1
1,2,job21782,1,3
1,1,job21742,1,1
3,0,job22093,2,1
5,1,job21734,1,3
1,0,job22182,2,10
5,0,job20954,1,1
1,0,job22192,2,1
4,1,job22211,2,10
2,0,job21743,1,1
3,1,job21993,2,10
3,2,job22221,1,3
3,4,job22033,2,3
1,2,job22202,2,10
2,0,job22251,3,1
3,3,job22231,1,3
4,2,job22241,2,1
4,2,job22261,2,3
1,1,job21842,1,3
1,0,job22072,2,3
1,1,job21882,1,1
5,1,job21632,3,3
4,0,job21264,3,1
1,2,job22212,2,10
1,3,job22242,2,1
3,0,job22193,2,1
2,0,job21843,1,3
1,3,job21923,3,1
5,0,job20974,1,1
2,0,job22271,3,1
3,4,job21265,3,1
1,1,job21872,1,3
3,0,job22113,2,1
3,2,job22281,1,3
4,2,job22291,2,1
1,0,job22132,2,3
2,0,job21883,1,1
4,0,job21464,3,3
3,2,job22301,1,3
3,3,job22073,2,3
3,3,job22321,1,1
4,2,job22311,2,1
5,1,job21682,3,3
1,0,job22292,2,1
2,1,job21873,1,3
4,1,job22331,2,10
2,1,job21783,1,3
4,1,job22341,2,10
2,0,job22351,3,1
3,4,job21465,3,3
2,0,job22361,3,1
5,0,job21044,1,1
1,1,job21942,1,3
3,4,job22133,2,3
4,2,job22371,2,1
5,1,job21874,1,3
1,0,job22312,2,1
1,2,job22332,2,10
2,0,job22381,3,3
3,3,job22391,1,1
4,0,job21364,3,1
5,1,job21784,1,3
1,3,job21603,3,3
3,2,job22401,1,10
2,1,job21943,1,3
3,1,job22053,2,10
4,2,job22411,2,1
5,1,job21792,3,3
1,0,job22372,2,1
2,0,job22431,3,3
3,0,job22293,2,1
1,2,job22342,2,10
2,0,job22421,3,1
4,1,job22441,2,10
1,1,job22102,1,3
2,0,job22451,3,1
5,1,job21944,1,3
3,4,job21365,3,1
3,0,job22153,2,1
4,1,job22461,2,3
4,2,job22471,2,1
5,0,job21054,1,1
1,3,job22412,2,1
3,1,job22203,2,10
1,2,job22442,2,10
3,3,job22313,2,1
2,0,job22103,1,3
4,2,job22481,2,1
1,0,job22472,2,1
1,1,job22162,1,3
1,2,job22462,2,3
4,2,job22491,2,3
5,1,job22142,3,1
3,1,job22213,2,10
3,0,job22373,2,1
1,2,job21633,3,3
4,2,job22501,2,1
1,0,job22482,2,1
5,0,job20764,1,3
2,0,job22163,1,3
4,0,job21484,3,1
3,3,job22463,2,3
4,2,job22511,2,3
1,1,job22222,1,3
1,3,job22502,2,1
3,0,job22473,2,1
5,1,job22252,3,1
3,4,job21485,3,1
1,0,job22262,2,3
2,0,job22223,1,3
3,0,job22243,2,1
4,2,job22521,2,1
3,3,job22483,2,1
3,2,job22531,1,3
3,3,job22541,1,1
5,0,job21164,1,1
1,1,job22282,1,3
1,0,job22492,2,3
1,2,job21683,3,3
4,0,job21634,3,3
3,4,job22263,2,3
4,2,job22551,2,1
2,0,job22283,1,3
4,1,job22561,2,10
5,1,job22272,3,1
1,3,job22522,2,1
4,2,job22571,2,3
4,2,job22581,2,1
1,1,job22302,1,3
3,4,job21635,3,3
4,0,job21544,3,1
4,2,job22591,2,1
3,1,job22333,2,10
5,0,job20874,1,3
1,2,job22562,2,10
3,4,job22493,2,3
1,0,job22552,2,1
3,2,job22601,1,1
4,1,job22611,2,3
2,0,job22303,1,3
3,4,job21545,3,1
1,3,job22582,2,1
3,0,job22413,2,1
5,1,job22352,3,1
3,1,job22183,2,10
1,1,job22532,1,3
1,0,job22612,2,3
4,2,job22621,2,3
1,3,job22143,3,1
4,2,job22631,2,1
3,2,job22651,1,10
4,2,job22641,2,1
3,2,job22661,1,1
1,0,job22592,2,1
4,2,job22671,2,1
1,2,job21793,3,3
4,1,job22681,2,3
5,0,job21284,1,1
4,0,job21684,3,3
2,0,job22533,1,3
3,3,job22553,2,1
1,3,job22253,3,1
2,0,job22691,3,1
1,0,job22632,2,1
3,0,job22701,1,1
1,1,job22602,1,1
1,2,job22682,2,3
1,1,job22322,1,1
4,1,job22711,2,3
1,3,job22273,3,1
4,2,job22721,2,1
5,1,job22362,3,1
3,4,job21685,3,3
4,0,job21604,3,3
4,1,job22731,2,10
2,0,job22741,3,1
1,0,job22642,2,1
3,3,job22593,2,1
2,0,job22751,3,3
1,3,job22353,3,1
2,0,job22603,1,1
1,1,job22712,2,3
5,0,job20934,1,3
4,2,job22761,2,1
4,0,job21794,3,3
1,2,job22363,3,1
1,1,job22662,1,1
1,3,job22672,2,1
3,4,job21605,3,3
1,1,job22392,1,1
2,0,job22323,1,1
3,0,job22503,2,1
4,2,job22771,2,1
3,3,job22633,2,1
1,0,job22732,2,10
3,2,job22781,1,1
3,3,job22791,1,1
1,2,job21953,3,10
2,1,job22801,3,10
5,1,job22022,3,3
1,0,job22722,2,1
2,0,job22821,3,1
4,2,job22811,2,1
4,1,job22831,2,10
3,4,job22683,2,3
3,1,job21795,3,3
1,2,job22023,3,3
1,1,job22702,1,1
3,0,job22643,2,1
5,1,job22802,3,10
1,2,job16912,1,10
3,4,job22713,2,3
1,1,job22542,1,1
5,0,job21424,1,1
1,0,job22762,2,1
2,0,job22841,3,1
1,0,job22832,2,10
1,2,job22803,3,10
4,2,job22851,2,1
4,2,job22861,2,1
4,1,job22871,2,10
2,0,job22703,1,1
4,0,job21764,3,1
1,0,job22772,2,1
3,0,job22723,2,1
3,2,job22881,1,1
5,1,job22422,3,1
3,2,job22891,1,10
4,1,job22901,2,10
1,1,job22782,1,1
1,2,job22872,2,10
4,0,job22364,3,1
1,3,job22423,3,1
2,0,job22663,1,1
1,1,job22812,2,1
4,1,job22911,2,3
3,4,job21765,3,1
5,0,job21094,1,3
3,3,job22763,2,1
3,0,job22523,2,1
4,2,job22921,2,1
1,0,job22902,2,10
2,0,job22783,1,1
1,3,job22852,2,1
2,1,job16913,1,10
1,1,job22882,1,1
3,4,job22365,3,1
4,1,job22931,2,3
5,1,job22452,3,1
3,0,job22773,2,1
1,0,job22912,2,3
5,0,job16914,1,10
1,0,job22862,2,1
1,3,job22453,3,1
4,2,job22941,2,1
3,3,job22813,2,1
4,2,job22951,2,1
2,0,job22961,3,3
5,0,job21114,1,3
1,1,job22932,2,3
4,0,job21854,3,1
1,0,job22922,2,1
3,1,job22613,2,3
1,2,job17082,1,10
2,0,job22883,1,1
3,2,job22971,1,1
4,0,job22024,3,3
5,1,job22062,3,3
1,1,job22942,2,1
3,4,job21855,3,1
3,3,job22863,2,1
3,0,job22583,2,1
1,3,job22063,3,3
5,0,job21614,1,1
1,0,job22952,2,1
1,2,job17122,1,10
2,1,job17083,1,10
3,3,job22933,2,3
4,2,job22981,2,1
3,1,job22025,3,3
3,0,job22923,2,1
5,0,job17084,1,10
1,2,job22512,2,3
2,0,job22543,1,1
5,1,job22082,3,3
1,2,job17743,3,1
3,2,job22991,1,10
1,1,job22972,1,1
1,3,job22083,3,3
3,2,job23001,1,3
1,0,job22982,2,1
3,3,job22953,2,1
4,0,job21924,3,1
3,2,job23011,1,3
5,0,job21664,1,1
3,0,job22943,2,1
4,2,job23021,2,1
4,1,job21954,3,10
1,0,job22572,2,3
3,2,job23041,1,1
4,1,job23031,2,10
3,3,job22913,2,3
3,4,job21925,3,1
3,0,job22673,2,1
1,2,job17502,1,10
5,1,job22692,3,1
3,2,job23051,1,10
4,2,job23061,2,3
2,0,job22973,1,1
1,1,job23022,2,1
2,1,job17123,1,10
1,3,job22693,3,1
3,1,job21955,3,10
5,0,job21714,1,1
2,0,job23071,3,3
3,4,job22983,2,1
4,2,job23081,2,3
5,0,job17124,1,10
2,1,job22393,1,1
1,0,job22622,2,3
1,1,job23032,2,10
1,1,job23042,1,1
5,1,job22394,1,1
5,1,job22742,3,1
1,0,job23062,2,3
3,4,job22573,2,3
4,0,job22064,3,3
3,3,job23023,2,1
4,1,job17744,3,1
3,2,job23091,1,3
5,0,job21744,1,1
1,1,job23082,2,3
1,1,job23002,1,3
3,3,job22623,2,3
3,4,job22065,3,3
4,1,job23101,2,1
4,2,job23111,2,1
3,1,job23033,2,10
3,0,job22853,2,1
4,2,job23121,2,1
2,1,job17503,1,10
3,1,job17745,3,1
1,3,job22743,3,1
5,1,job22382,3,3
1,0,job23112,2,1
2,1,job23131,3,10
3,4,job23063,2,3
2,0,job23003,1,3
5,0,job17504,1,10
1,2,job22383,3,3
3,2,job23141,1,3
1,1,job23012,1,3
1,2,job22232,1,3
1,0,job23102,2,1
5,0,job21884,1,1
1,1,job23122,2,1
3,4,job22513,2,3
4,1,job23151,2,1
4,2,job23161,2,1
3,2,job23171,1,1
5,1,job23132,3,10
3,3,job23113,2,1
4,1,job23181,2,10
4,0,job22144,3,1
3,4,job23083,2,3
1,3,job23133,3,10
5,1,job22432,3,3
1,0,job23162,2,1
1,3,job23152,2,1
1,1,job23092,1,3
1,1,job22792,1,1
1,2,job22433,3,3
3,0,job23103,2,1
2,0,job23013,1,3
3,4,job22145,3,1
4,2,job23191,2,3
1,0,job23182,2,10
5,0,job21904,1,1
4,1,job23201,2,10
2,0,job23211,3,1
4,2,job23221,2,1
4,1,job23231,2,3
3,2,job23241,1,1
4,0,job22384,3,3
2,0,job23093,1,3
4,1,job23251,2,10
1,1,job23192,2,3
4,0,job22084,3,3
1,1,job23172,1,1
3,0,job23163,2,1
1,0,job23202,2,10
5,1,job22822,3,1
1,2,job23222,2,1
2,1,job22233,1,3
1,3,job22823,3,1
3,1,job22385,3,3
1,0,job23232,2,3
3,2,job23261,1,1
3,3,job23123,2,1
5,0,job21914,1,1
3,1,job22733,2,10
3,0,job23153,2,1
4,2,job23271,2,3
5,1,job22234,1,3
1,1,job23242,1,1
2,0,job23281,3,1
4,2,job23291,2,1
4,1,job23301,2,10
1,2,job23252,2,10
3,4,job22085,3,3
1,0,job23272,2,3
3,3,job23193,2,3
5,1,job22842,3,1
3,3,job23233,2,3
4,2,job23311,2,1
1,2,job23302,2,10
3,2,job23321,1,1
1,3,job23292,2,1
4,0,job22434,3,3
1,1,job23262,1,1
5,0,job21974,1,1
2,0,job23243,1,1
3,2,job23331,1,3
4,0,job22254,3,1
3,4,job23273,2,3
1,3,job22843,3,1
1,0,job23312,2,1
2,0,job23263,1,1
3,1,job22435,3,3
3,0,job23341,1,1
5,1,job22752,3,3
2,0,job23351,3,1
3,0,job23223,2,1
1,1,job23322,1,1
3,1,job22833,2,10
3,3,job23293,2,1
1,3,job22753,3,3
2,0,job23173,1,1
5,0,job21844,1,3
3,4,job22255,3,1
4,2,job23361,2,3
3,0,job23313,2,1
2,0,job23323,1,1
1,1,job23142,1,3
5,1,job22962,3,3
2,0,job23371,3,1
1,0,job23362,2,3
4,0,job22804,3,10
2,0,job23043,1,1
1,2,job22963,3,3
1,1,job23342,1,1
3,1,job22903,2,10
4,0,job22274,3,1
5,0,job22324,1,1
2,0,job23381,3,3
2,0,job23143,1,3
4,2,job23391,2,3
1,1,job23332,1,3
3,1,job22805,3,10
4,2,job23401,2,1
4,1,job23411,2,3
3,1,job22343,2,10
3,3,job23363,2,3
5,1,job23212,3,1
2,0,job23343,1,1
1,0,job23392,2,3
4,1,job23421,2,10
1,0,job23412,2,3
1,3,job23213,3,1
3,4,job22275,3,1
4,2,job23431,2,1
4,0,job22354,3,1
5,0,job22104,1,3
3,1,job23183,2,10
1,1,job23402,2,1
2,0,job23333,1,3
1,0,job23422,2,10
1,2,job17722,1,10
4,2,job23441,2,1
2,1,job22793,1,1
4,0,job22964,3,3
1,1,job23432,2,1
3,4,job22355,3,1
5,1,job23282,3,1
3,3,job23393,2,3
2,0,job23451,3,1
5,1,job22794,1,1
1,3,job23283,3,1
1,2,job17952,1,10
4,2,job23461,2,1
1,0,job23442,2,1
4,0,job22424,3,1
5,0,job22164,1,3
2,1,job17723,1,10
3,0,job23403,2,1
2,0,job23471,3,1
3,4,job22965,3,3
3,3,job23413,2,3
5,0,job17724,1,10
1,1,job23462,2,1
2,1,job17953,1,10
5,1,job23072,3,3
1,2,job18482,1,10
2,0,job23481,3,3
3,0,job23433,2,1
3,4,job22425,3,1
3,3,job23443,2,1
5,0,job17954,1,10
4,1,job23491,2,10
4,0,job22454,3,1
1,0,job23073,3,3
5,1,job22544,1,1
4,1,job23501,2,10
3,1,job22443,2,10
3,0,job23463,2,1
1,2,job23492,2,10
4,2,job23511,2,1
3,1,job23203,2,10
4,2,job23521,2,1
1,2,job18632,1,10
4,1,job23531,2,10
3,4,job22455,3,1
5,1,job23352,3,1
2,1,job18483,1,10
1,0,job23502,2,10
4,2,job23541,2,3
1,1,job23512,2,1
4,0,job22694,3,1
5,0,job18484,1,10
4,2,job23551,2,1
5,0,job22224,1,3
2,1,job18633,1,10
1,2,job23532,2,10
1,3,job23522,2,1
1,3,job23353,3,1
1,2,job18982,1,10
3,3,job23513,2,1
5,0,job18634,1,10
4,2,job23561,2,3
3,4,job22695,3,1
4,0,job23074,3,3
1,0,job23552,2,1
5,1,job23372,3,1
3,1,job22563,2,10
1,3,job23373,3,1
1,2,job19342,1,10
4,0,job22744,3,1
1,0,job23542,2,3
5,0,job22604,1,1
3,1,job23423,2,10
3,4,job23075,3,3
2,0,job23571,3,3
2,1,job18983,1,10
2,0,job23581,3,3
3,2,job23591,1,3
4,1,job23601,2,10
1,1,job23562,2,3
4,2,job23611,2,1
5,0,job18984,1,10
3,3,job23523,2,1
5,1,job23452,3,1
2,1,job19343,1,10
3,3,job23553,2,1
3,4,job22745,3,1
1,2,job19512,1,10
4,2,job23621,2,3
1,0,job23602,2,10
1,3,job23453,3,1
5,0,job19344,1,10
1,1,job23612,2,1
3,4,job23563,2,3
5,0,job22284,1,3
3,3,job23543,2,3
3,0,job23631,1,1
3,2,job23641,1,3
3,1,job22873,2,10
1,0,job23622,2,3
1,1,job23592,1,3
3,0,job23613,2,1
5,1,job23472,3,1
4,0,job22824,3,1
2,0,job23651,3,3
2,1,job19513,1,10
3,1,job23503,2,10
4,2,job23661,2,3
1,3,job23473,3,1
5,0,job22664,1,1
1,1,job23632,1,1
2,0,job23593,1,3
5,0,job19514,1,10
1,0,job23662,2,3
3,2,job23671,1,3
3,4,job22825,3,1
1,1,job23642,1,3
3,4,job23623,2,3
4,1,job23681,2,10
3,1,job23253,2,10
2,0,job23633,1,1
2,0,job23701,3,3
5,1,job23382,3,3
2,0,job23691,3,1
4,1,job23711,2,10
4,0,job22844,3,1
4,2,job23721,2,3
1,2,job23682,2,10
1,0,job23383,3,3
2,0,job23643,1,3
3,3,job23663,2,3
4,2,job23731,2,3
1,1,job23672,1,3
3,1,job23303,2,10
5,0,job22304,1,3
1,2,job23712,2,10
3,4,job22845,3,1
1,0,job23722,2,3
5,0,job22704,1,1
3,2,job23741,1,1
2,0,job23673,1,3
3,1,job23603,2,10
2,0,job23751,3,3
3,1,job23493,2,10
1,2,job23732,2,3
4,0,job22754,3,3
2,0,job23761,3,1
1,2,job20132,1,10
5,1,job23692,3,1
4,2,job23771,2,1
1,3,job23693,3,1
3,4,job23533,2,10
4,2,job23781,2,1
3,4,job22755,3,3
3,2,job23801,1,1
4,2,job23791,2,3
5,0,job22784,1,1
2,0,job23811,3,1
1,0,job23772,2,1
1,1,job23742,1,1
2,1,job20133,1,10
4,0,job23384,3,3
2,0,job23821,3,3
4,0,job23214,3,1
2,0,job23831,3,1
1,3,job23782,2,1
4,2,job23841,2,3
5,1,job23482,3,3
5,0,job20134,1,10
3,2,job23861,1,3
4,2,job23851,2,1
2,0,job23743,1,1
4,2,job23871,2,3
1,2,job23483,3,3
3,4,job23385,3,3
1,0,job23792,2,3
3,3,job23773,2,1
3,3,job23733,2,3
5,0,job22884,1,1
1,1,job23802,1,1
1,3,job23852,2,1
3,2,job23881,1,1
4,0,job23284,3,1
3,4,job23215,3,1
2,1,job23891,3,10
3,3,job23723,2,3
2,0,job23803,1,1
5,1,job23762,3,1
4,2,job23901,2,1
1,3,job23842,2,3
1,1,job23862,1,3
2,0,job23921,3,1
3,2,job23911,1,1
1,0,job23763,3,1
5,1,job23892,3,10
5,0,job22534,1,3
3,3,job23783,2,1
3,4,job23285,3,1
4,2,job23931,2,1
3,3,job23793,2,3
4,2,job23941,2,1
4,0,job23484,3,3
1,0,job23902,2,1
1,2,job23893,3,10
2,0,job23863,1,3
5,1,job23812,3,1
1,1,job23882,1,1
4,2,job23951,2,1
1,0,job23932,2,1
3,2,job23961,1,3
3,1,job23683,2,10
3,3,job23485,3,3
4,2,job23971,2,1
1,2,job23813,3,1
4,2,job23981,2,1
5,0,job22974,1,1
1,2,job23942,2,1
2,0,job23883,1,1
4,2,job23764,3,1
4,0,job23354,3,1
3,2,job23991,1,1
1,1,job23912,1,1
2,0,job24001,3,1
1,3,job23952,2,1
3,2,job24011,1,1
5,1,job23832,3,1
3,2,job24031,1,3
3,4,job23355,3,1
4,2,job24021,2,1
3,2,job24041,1,3
3,0,job23903,2,1
2,0,job23913,1,1
3,0,job23853,2,1
4,0,job23894,3,10
1,3,job23833,3,1
3,2,job24051,1,1
5,0,job23044,1,1
1,1,job23992,1,1
3,4,job23765,3,1
3,3,job23933,2,1
3,4,job23895,3,10
3,3,job23943,2,1
5,1,job23572,3,3
2,0,job23993,1,1
3,2,job24061,1,3
1,0,job23972,2,1
3,2,job24071,1,10
4,1,job24081,2,10
1,2,job23573,3,3
1,1,job24012,1,1
3,2,job24091,1,10
4,0,job23374,3,1
5,1,job23174,1,1
1,0,job23982,2,1
3,2,job24101,1,3
1,2,job24082,2,10
4,1,job24111,2,10
4,2,job24121,2,1
2,1,job24131,3,10
3,0,job23973,2,1
2,0,job24013,1,1
2,0,job24141,3,3
3,4,job23375,3,1
3,4,job23843,2,3
1,3,job24022,2,1
4,2,job23814,3,1
5,1,job23582,3,3
1,2,job24112,2,10
1,1,job24052,1,1
5,1,job24132,3,10
3,0,job23983,2,1
1,0,job24122,2,1
5,1,job23244,1,1
3,2,job24161,1,1
4,2,job24151,2,3
2,0,job24053,1,1
3,2,job24171,1,1
